sex,age_band,year,count,src
Men,55-59,2022,116,observed
Men,60-64,2022,220,observed
Men,65-69,2022,234,observed
Men,70-74,2022,227,observed
Men,75-79,2022,139,observed
Men,>=80,2022,62,observed
Women,15-19,2022,3,observed
Women,20-24,2022,2,observed
Women,25-29,2022,3,observed
Women,30-34,2022,5,observed
Women,35-39,2022,6,observed
Women,40-44,2022,9,observed
Women,45-49,2022,22,observed
Women,5-9,2022,3,observed
Women,50-54,2022,35,observed
Women,55-59,2022,56,observed
Women,60-64,2022,125,observed
Women,65-69,2022,154,observed
Women,70-74,2022,165,observed
Women,75-79,2022,110,observed
Women,>=80,2022,76,observed
Men,10-14,2023,2,observed
Men,15-19,2023,7,observed
Men,20-24,2023,6,observed
Men,25-29,2023,14,observed
Men,30-34,2023,12,observed
Men,35-39,2023,28,observed
Men,40-44,2023,36,observed
Men,45-49,2023,55,observed
Men,5-9,2023,3,observed
Men,50-54,2023,128,observed
Men,55-59,2023,160,observed
Men,60-64,2023,258,observed
Men,65-69,2023,318,observed
Men,70-74,2023,304,observed
Men,75-79,2023,195,observed
Men,>=80,2023,60,observed
Women,10-14,2023,1,observed
Women,15-19,2023,3,observed
Women,20-24,2023,3,observed
Women,25-29,2023,5,observed
Women,30-34,2023,6,observed
Women,35-39,2023,7,observed
Women,40-44,2023,10,observed
Women,45-49,2023,23,observed
Women,5-9,2023,3,observed
Women,50-54,2023,62,observed
Women,55-59,2023,91,observed
Women,60-64,2023,166,observed
Women,65-69,2023,182,observed
Women,70-74,2023,215,observed
Women,75-79,2023,167,observed
Women,>=80,2023,90,observed
U,75-79,2024,2000,extrap
U,75-79,2025,2000,extrap
U,75-79,2026,2000,extrap
U,75-79,2027,2000,extrap
U,75-79,2028,2000,extrap
U,75-79,2029,2000,extrap
U,75-79,2030,2000,extrap
U,75-79,2031,2000,extrap
U,75-79,2032,2000,extrap
U,75-79,2033,2000,extrap
U,75-79,2034,2000,extrap
U,75-79,2035,2000,extrap
U,75-79,2036,2000,extrap
U,75-79,2037,2000,extrap
U,75-79,2038,2000,extrap
U,75-79,2039,2000,extrap
U,75-79,2040,2000,extrap
