sex,age_band,year,count,src
Women,20-24,2020,1,observed
Women,35-39,2020,1,observed
Women,40-44,2020,1,observed
Women,45-49,2020,7,observed
Women,5-9,2020,1,observed
Women,50-54,2020,7,observed
Women,55-59,2020,13,observed
Women,60-64,2020,13,observed
Women,65-69,2020,25,observed
Women,70-74,2020,14,observed
Women,75-79,2020,16,observed
Women,>=80,2020,8,observed
Men,50-54,2021,1,observed
Men,55-59,2021,1,observed
Men,60-64,2021,10,observed
Men,65-69,2021,14,observed
Men,70-74,2021,58,observed
Men,75-79,2021,114,observed
Men,>=80,2021,269,observed
Women,25-29,2021,1,observed
Women,30-34,2021,3,observed
Women,40-44,2021,2,observed
Women,45-49,2021,4,observed
Women,5-9,2021,1,observed
Women,50-54,2021,4,observed
Women,55-59,2021,11,observed
Women,60-64,2021,19,observed
Women,65-69,2021,21,observed
Women,70-74,2021,18,observed
Women,75-79,2021,4,observed
Women,>=80,2021,8,observed
Men,55-59,2022,2,observed
Men,60-64,2022,3,observed
Men,65-69,2022,18,observed
Men,70-74,2022,48,observed
Men,75-79,2022,101,observed
Men,>=80,2022,297,observed
Women,20-24,2022,2,observed
Women,30-34,2022,1,observed
Women,35-39,2022,4,observed
Women,40-44,2022,2,observed
Women,45-49,2022,1,observed
Women,50-54,2022,9,observed
Women,55-59,2022,7,observed
Women,60-64,2022,10,observed
Women,65-69,2022,14,observed
Women,70-74,2022,17,observed
Women,75-79,2022,8,observed
Women,>=80,2022,7,observed
Men,55-59,2023,2,observed
Men,60-64,2023,10,observed
Men,65-69,2023,21,observed
Men,70-74,2023,61,observed
Men,75-79,2023,175,observed
Men,>=80,2023,722,observed
Women,20-24,2023,2,observed
Women,25-29,2023,1,observed
Women,30-34,2023,3,observed
Women,35-39,2023,1,observed
Women,40-44,2023,3,observed
Women,45-49,2023,3,observed
Women,50-54,2023,8,observed
Women,55-59,2023,8,observed
Women,60-64,2023,13,observed
Women,65-69,2023,18,observed
Women,70-74,2023,13,observed
Women,75-79,2023,9,observed
Women,>=80,2023,10,observed
U,75-79,2024,961,extrap
U,75-79,2025,1070,extrap
U,75-79,2026,1179,extrap
U,75-79,2027,1287,extrap
U,75-79,2028,1396,extrap
U,75-79,2029,1505,extrap
U,75-79,2030,1614,extrap
U,75-79,2031,1722,extrap
U,75-79,2032,1831,extrap
U,75-79,2033,1940,extrap
U,75-79,2034,2048,extrap
U,75-79,2035,2157,extrap
